citric acid,residual sugar,chlorides,density,pH,sulphates,alcohol,quality,total_acidity,total_sulfur,sugar_acidity_ratio
0.0,0.1272727272727273,0.22340425531914895,0.5327102803738342,0.6781609195402303,0.26506024096385555,0.17647058823529416,5,0.8883631713554985,0.4912417891773538,0.1432665506366385
0.0,0.14545454545454548,0.2340425531914889,0.4579439252336499,0.5747126436781609,0.31325301204819284,0.2549019607843137,6,0.9000639386189258,0.22411635908664373,0.16160468074938492
0.08860759493670886,0.21818181818181817,0.2712765957446809,0.4018691588785117,0.5402298850574718,0.2530120481927712,0.3137254901960784,5,0.8032608695652174,0.8945886768845793,0.2716201254766884
0.0,0.23636363636363641,0.3563829787234042,0.47663551401869597,0.666666666666667,0.2891566265060241,0.4117647058823528,6,0.8376598465473145,0.6795433218642477,0.2821713817820986
0.15189873417721517,0.19999999999999998,0.2393617021276596,0.47663551401869597,0.3333333333333335,0.39759036144578325,0.2549019607843137,5,0.9697570332480818,1.0741319987488271,0.2062372255554823
0.3164556962025316,0.1090909090909091,0.3457446808510638,0.3925233644859958,0.5747126436781609,0.26506024096385555,0.13725490196078405,5,0.240920716112532,0.5774163278073194,0.4528083381586566
0.0,0.7818181818181819,0.25531914893617014,0.6635514018691708,0.5977011494252875,0.26506024096385555,0.21568627450980382,6,0.9000639386189258,0.17328745699092898,0.8686251590279438
0.17721518987341772,0.21818181818181817,0.25531914893617014,0.5607476635514104,0.6206896551724141,0.3253012048192772,0.4509803921568629,6,0.8511508951406648,0.10822646230841415,0.2563374125874126
0.35443037974683544,0.16363636363636366,0.14893617021276598,0.49532710280374204,0.40229885057471293,0.48192771084337355,0.23529411764705865,7,0.647314578005115,0.4335314357209884,0.2527926439423872
0.4556962025316455,0.8545454545454546,0.19148936170212763,0.5887850467289866,0.5172413793103452,0.602409638554217,0.392156862745098,5,0.6292838874680307,0.8218642477322491,1.3579649369123055
0.37974683544303794,0.2909090909090909,0.26595744680851063,0.5700934579439405,0.43678160919540243,0.21686746987951816,0.15686274509803932,4,0.9796675191815857,0.6355958711291836,0.29694675511148555
0.025316455696202528,0.1090909090909091,0.06382978723404256,0.43925233644860384,0.6896551724137931,0.22891566265060254,0.196078431372549,5,0.8095907928388746,0.12292774476071316,0.13474820867017995
0.5443037974683543,0.18181818181818185,0.4042553191489362,0.5140186915887881,0.42528735632183956,0.48192771084337355,0.13725490196078405,5,1.2035166240409207,1.233500156396622,0.15107243073029614
0.6582278481012658,0.07272727272727278,0.39893617021276595,0.5046728971962722,0.42528735632183956,0.30120481927710846,0.196078431372549,5,0.6200767263427108,0.46215201751642165,0.11728753819906647
0.2911392405063291,0.07272727272727278,0.14893617021276598,0.4018691588785117,0.5287356321839081,0.27710843373493993,0.13725490196078405,5,0.4690537084398977,0.13012198936502972,0.1550510558144147
0.4683544303797468,0.03636363636363635,0.19148936170212763,0.36448598130840537,0.5057471264367819,0.30120481927710846,0.13725490196078405,5,0.27710997442455243,0.886612449171098,0.1312245668498552
0.3291139240506329,0.09090909090909091,0.19148936170212763,0.5233644859813182,0.31034482758620685,0.4939759036144579,0.13725490196078405,5,1.0340153452685423,0.1875195495777291,0.08791851235581138
0.050632911392405056,0.18181818181818185,0.1648936170212766,0.38317757009346565,0.5977011494252875,0.36144578313253023,0.17647058823529416,6,0.623017902813299,0.2169221144823272,0.2918346021794299
0.050632911392405056,0.16363636363636366,0.15957446808510642,0.3738317757009497,0.5862068965517246,0.3734939759036146,0.17647058823529416,6,0.6012787723785165,0.16624960900844543,0.2721472487529486
0.4556962025316455,0.32727272727272727,0.22872340425531915,0.5140186915887881,0.3678160919540234,0.27710843373493993,0.17647058823529416,5,0.7061381074168798,1.4433844228964654,0.46346844028843304
0.18987341772151897,0.2909090909090909,0.3829787234042553,0.3738317757009497,0.3333333333333335,0.36144578313253023,0.33333333333333304,6,0.7297953964194372,1.1776665624022522,0.3986173280022939
0.050632911392405056,0.4727272727272728,0.24468085106382984,0.5887850467289866,0.5287356321839081,0.2409638554216868,0.196078431372549,5,0.8611253196930946,0.802314670003128,0.548964548964549
0.721518987341772,0.4,0.17021276595744686,0.5233644859813182,0.1839080459770117,0.36144578313253023,0.21568627450980382,5,0.937851662404092,0.09399436972161401,0.42650668121079904
0.22784810126582275,0.19999999999999998,0.20212765957446807,0.5607476635514104,0.6321839080459775,0.31325301204819284,0.2941176470588234,5,0.8402813299232735,0.693149827963716,0.2380155227514838
0.3924050632911392,0.21818181818181817,0.19148936170212763,0.43925233644860384,0.6091954022988508,0.2530120481927712,0.17647058823529416,6,0.5640664961636828,0.4616828276509227,0.3868015910636632
0.5063291139240506,0.18181818181818185,0.21808510638297876,0.6074766355140184,0.6436781609195403,0.3734939759036146,0.13725490196078405,5,0.7514066496163684,0.7222395996246481,0.24197041896156943
0.620253164556962,0.1090909090909091,0.40957446808510634,0.49532710280374204,0.3793103448275863,0.4578313253012049,0.15686274509803932,5,0.9372122762148336,1.1756334063184237,0.11639935995236858
0.20253164556962022,0.1272727272727273,0.25,0.49532710280374204,0.5747126436781609,0.34939759036144585,0.196078431372549,7,0.7289002557544756,0.44776352830778854,0.17460925039872413
0.06329113924050632,0.14545454545454548,0.22872340425531915,0.47663551401869597,0.5862068965517246,0.2891566265060241,0.2549019607843137,5,0.903772378516624,0.6061933062245856,0.1609415699263595
0.06329113924050632,0.6272727272727274,0.25531914893617014,0.43925233644860384,0.6091954022988508,0.07228915662650603,0.47058823529411775,5,0.9164322250639385,0.10118861432593057,0.6844725775863711
0.13924050632911392,0.054545454545454536,0.21808510638297876,0.49532710280374204,0.6206896551724141,0.30120481927710846,0.21568627450980382,5,0.7289002557544756,0.4548013762902722,0.07483253588516746
0.08860759493670886,0.07272727272727278,0.20212765957446807,0.43925233644860384,0.6436781609195403,0.30120481927710846,0.43137254901960764,5,0.8241048593350382,0.173443853612762,0.08825002292299997
0.721518987341772,0.14545454545454548,0.19148936170212763,0.5046728971962722,0.4597701149425286,0.5542168674698797,0.43137254901960764,5,0.7232736572890026,0.9896778229590241,0.2011058248682011
0.06329113924050632,0.1272727272727273,0.19148936170212763,0.43925233644860384,0.5287356321839081,0.7469879518072291,0.392156862745098,6,0.9888107416879794,0.24569909289959338,0.1287129294888752
0.10126582278481011,0.1272727272727273,0.20212765957446807,0.4859813084112261,0.5057471264367819,0.2530120481927712,0.196078431372549,6,0.8719948849104858,0.455426962777604,0.14595581863509716
0.2911392405063291,0.16363636363636366,0.26595744680851063,0.43925233644860384,0.5057471264367819,0.18072289156626503,0.196078431372549,5,0.9154731457800511,0.995308101345011,0.17874512692224667
0.27848101265822783,0.1272727272727273,0.24468085106382984,0.4299065420560737,0.49425287356321856,0.18072289156626503,0.196078431372549,5,0.9372122762148336,1.0026587425711604,0.13579925327776335
0.3291139240506329,0.16363636363636366,0.24468085106382984,0.5700934579439405,0.49425287356321856,0.2409638554216868,0.13725490196078405,4,0.9914961636828645,0.48357835470753835,0.16503983538226139
0.6835443037974683,0.23636363636363641,0.2978723404255319,0.6448598130841106,0.4597701149425286,0.5903614457831325,0.21568627450980382,5,0.7703324808184142,1.1409133562715046,0.30683327296873125
0.8101265822784809,0.18181818181818185,0.29255319148936165,0.6635514018691708,0.7586206896551726,0.39759036144578325,0.392156862745098,5,0.7622762148337596,0.43290584923365655,0.23852007747327328
0.0,0.21818181818181817,0.35106382978723394,0.47663551401869597,0.735632183908046,0.26506024096385555,0.43137254901960764,6,0.9345907928388746,0.4552705661557711,0.23345170940436727
0.15189873417721517,0.14545454545454548,0.25531914893617014,0.4018691588785117,0.5747126436781609,0.22891566265060254,0.3137254901960784,5,0.8847826086956521,0.7715045355020331,0.16439580075943716
0.2531645569620253,0.054545454545454536,0.22340425531914895,0.5327102803738342,0.3218390804597706,0.9518072289156632,0.11764705882352922,4,0.937148337595908,1.3781670315921177,0.05820365075328573
0.2531645569620253,0.07272727272727278,0.1648936170212766,0.4018691588785117,0.6091954022988508,0.27710843373493993,0.13725490196078405,5,0.4998721227621483,0.10822646230841415,0.14549175562222388
0.5949367088607594,0.14545454545454548,0.25531914893617014,0.5140186915887881,0.5517241379310347,0.2891566265060241,0.11764705882352922,5,0.6953964194373401,0.9167969971848609,0.20916780902069615
0.6075949367088607,0.1090909090909091,0.1648936170212766,0.41121495327102764,0.6436781609195403,0.5421686746987953,0.3529411764705883,6,0.3485933503836316,0.7652486706287145,0.31294604148602695
0.18987341772151897,0.18181818181818185,0.20212765957446807,0.4299065420560737,0.6091954022988508,0.31325301204819284,0.3137254901960784,5,0.6909207161125319,0.6359086643728495,0.26315346692914715
0.3291139240506329,0.1272727272727273,0.1276595744680851,0.47663551401869597,0.5862068965517246,0.3734939759036146,0.21568627450980382,5,0.7198209718670076,0.3537691585861745,0.17681164101487432
0.10126582278481011,0.1090909090909091,0.20212765957446807,0.5887850467289866,0.6896551724137931,0.2409638554216868,0.09803921568627438,5,0.778772378516624,0.2816703159211761,0.14008060904612632
0.3291139240506329,0.1272727272727273,0.21808510638297876,0.4579439252336499,0.40229885057471293,0.2530120481927712,0.196078431372549,5,0.7759590792838874,1.8553331248045042,0.16401989572721284
0.050632911392405056,0.03636363636363635,0.03723404255319149,0.21495327102803685,1.0,0.18072289156626503,0.392156862745098,4,0.9782608695652174,1.4379105411323116,0.037171717171717154
0.0,0.32727272727272727,0.34042553191489355,0.46728971962618004,0.6551724137931041,0.27710843373493993,0.43137254901960764,5,0.9237212276214832,0.2744760713168596,0.35429815564099504
0.3164556962025316,0.14545454545454548,0.17021276595744686,0.44859813084111977,0.42528735632183956,0.36144578313253023,0.13725490196078405,5,0.6483375959079283,0.15858617453862997,0.22435000896539364
0.07594936708860758,0.23636363636363641,0.21808510638297876,0.4859813084112261,0.5862068965517246,0.27710843373493993,0.2549019607843137,5,1.1537084398976982,0.11573350015639661,0.20487293686140953
0.22784810126582275,0.1272727272727273,0.22340425531914895,0.5327102803738342,0.48275862068965525,0.31325301204819284,0.09803921568627438,6,0.8266624040920715,0.46950265874257113,0.15395973815031752
0.37974683544303794,0.16363636363636366,0.24468085106382984,0.5327102803738342,0.5977011494252875,0.3373493975903615,0.33333333333333304,6,0.920843989769821,0.5339380669377543,0.17770259181174336
0.37974683544303794,0.1272727272727273,0.19680851063829788,0.41121495327102764,0.49425287356321856,0.27710843373493993,0.37254901960784315,6,0.7424552429667518,0.267281826712543,0.17142141358469298
0.27848101265822783,0.16363636363636366,0.20744680851063832,0.4859813084112261,0.4712643678160924,0.21686746987951816,0.13725490196078405,5,0.8592710997442453,0.6635908664372849,0.19043624728571534
0.30379746835443033,0.18181818181818185,0.17021276595744686,0.4205607476635578,0.5172413793103452,0.18072289156626503,0.17647058823529416,5,0.6609974424552428,0.3027838598686268,0.27506639230376906
0.3924050632911392,0.09090909090909091,0.26595744680851063,0.5046728971962722,0.666666666666667,0.5542168674698797,0.15686274509803932,5,0.6955242966751917,0.7216140131373163,0.13070584499155932
0.670886075949367,0.23636363636363641,0.28191489361702127,0.5700934579439405,0.563218390804598,0.566265060240964,0.21568627450980382,6,0.5812020460358056,0.9019393181107288,0.4066806680668068
0.24050632911392403,0.1090909090909091,0.35106382978723394,0.4579439252336499,0.3563218390804601,0.7228915662650606,0.196078431372549,5,0.8076726342710997,0.5340944635595871,0.13506822499856067
0.11392405063291138,0.18181818181818185,0.24468085106382984,0.4579439252336499,0.31034482758620685,0.39759036144578325,0.2549019607843137,5,0.9434782608695652,0.951204253988114,0.19271051529116048
0.12658227848101264,0.18181818181818185,0.25,0.4579439252336499,0.31034482758620685,0.39759036144578325,0.2549019607843137,5,0.9217391304347825,1.0380043791054114,0.19725557461406523
0.5569620253164557,0.19999999999999998,0.22340425531914895,0.6822429906542169,0.5057471264367819,0.4096385542168676,0.23529411764705865,6,0.8065217391304348,0.7442915233030967,0.2479784366576819
0.3924050632911392,0.18181818181818185,0.276595744680851,0.47663551401869597,0.21839080459770122,0.36144578313253023,0.392156862745098,6,0.821994884910486,0.6637472630591179,0.2211913786275952
0.35443037974683544,0.1272727272727273,0.20744680851063832,0.5887850467289866,0.5862068965517246,0.3373493975903615,0.2941176470588234,6,0.8447570332480819,0.4619956208945887,0.15066193267828146
0.15189873417721517,0.14545454545454548,0.2340425531914889,0.5140186915887881,0.563218390804598,0.20481927710843378,0.17647058823529416,6,0.8076726342710997,0.2887081639036597,0.18009096666474758
0.050632911392405056,0.18181818181818185,0.4308510638297872,0.43925233644860384,0.3793103448275863,0.3253012048192772,0.47058823529411775,6,0.9144501278772379,0.6423209258680014,0.19882788166944232
0.10126582278481011,0.1090909090909091,0.313829787234042,0.41121495327102764,0.5287356321839081,0.2530120481927712,0.13725490196078405,6,0.854859335038363,1.0536440412887083,0.127612701434691
0.0,0.23636363636363641,0.19680851063829788,0.6074766355140184,0.7011494252873565,0.22891566265060254,0.13725490196078405,5,0.8955882352941175,0.09383797309978104,0.2639199880579192
0.0,0.25454545454545463,0.22340425531914895,0.5700934579439405,0.6436781609195403,0.2409638554216868,0.196078431372549,5,0.994245524296675,0.41883015326868944,0.2560187079801229
0.2151898734177215,0.07272727272727278,0.2340425531914889,0.4205607476635578,0.5862068965517246,0.18072289156626503,0.196078431372549,5,0.7424552429667518,1.1254300907100407,0.09795509347696749
0.050632911392405056,0.1272727272727273,0.5744680851063829,0.6448598130841106,0.3218390804597706,0.44578313253012053,0.17647058823529416,5,1.0140664961636827,1.1695339380669378,0.1255072796056403
0.20253164556962022,0.1090909090909091,0.14361702127659579,0.43925233644860384,0.6206896551724141,0.7108433734939761,0.392156862745098,7,0.8638107416879794,0.11542070691273068,0.12629029002085998
0.18987341772151897,0.1090909090909091,0.1808510638297872,0.3738317757009497,0.6206896551724141,0.2891566265060241,0.17647058823529416,5,0.4120204603580562,0.20222083203002816,0.2647706111393263
0.7088607594936709,0.14545454545454548,0.42553191489361697,0.49532710280374204,0.41379310344827624,0.39759036144578325,0.17647058823529416,5,1.0322890025575446,1.5512980919612138,0.1409048678172246
0.11392405063291138,0.19999999999999998,0.05851063829787237,0.20560747663552092,0.8620689655172411,0.36144578313253023,0.8823529411764706,5,0.48363171355498713,1.0168908351579606,0.41353781068217876
0.012658227848101264,0.054545454545454536,0.11702127659574466,0.3457943925233735,0.5977011494252875,0.30120481927710846,0.2549019607843137,6,0.6012787723785165,0.49171097904285266,0.09071574958431616
0.06329113924050632,0.18181818181818185,0.24468085106382984,0.41121495327102764,0.39080459770115006,0.26506024096385555,0.27450980392156854,6,1.3411764705882352,0.4263371911166719,0.13556618819776717
0.13924050632911392,0.1272727272727273,0.276595744680851,0.46728971962618004,0.3563218390804601,0.5903614457831325,0.21568627450980382,5,1.0793478260869565,0.7361588989677823,0.11791632335438984
0.18987341772151897,0.1090909090909091,0.2712765957446809,0.49532710280374204,0.40229885057471293,0.530120481927711,0.196078431372549,5,1.0349744245524297,0.5265874257116046,0.10540444913707409
0.4556962025316455,0.14545454545454548,0.22872340425531915,0.5327102803738342,0.6896551724137931,0.3734939759036146,0.13725490196078405,5,0.5794757033248081,0.5414451047857367,0.25101060254982804
0.24050632911392403,0.16363636363636366,0.22872340425531915,0.43925233644860384,0.5172413793103452,0.2530120481927712,0.196078431372549,5,0.8076726342710997,1.0165780419142947,0.202602337497841
0.24050632911392403,0.14545454545454548,0.22872340425531915,0.43925233644860384,0.5057471264367819,0.2530120481927712,0.196078431372549,5,0.8076726342710997,1.0816390365968096,0.18009096666474758
0.10126582278481011,0.09090909090909091,0.14893617021276598,0.36448598130840537,0.5287356321839081,0.30120481927710846,0.17647058823529416,5,0.4464194373401533,0.14419768532999686,0.20364053019452624
0.6962025316455696,0.1090909090909091,0.4202127659574463,0.49532710280374204,0.3333333333333335,0.34939759036144585,0.17647058823529416,5,0.9625319693094628,1.6451360650609947,0.11333743976231024
0.025316455696202528,0.1090909090909091,0.2606382978723404,0.27102803738317505,0.7586206896551726,0.22891566265060254,0.2941176470588234,5,0.7028132992327366,1.0678761338755083,0.15522032552600237
0.12658227848101264,0.19999999999999998,0.19148936170212763,0.41121495327102764,0.6206896551724141,0.30120481927710846,0.33333333333333304,6,0.625703324808184,0.4117923052862058,0.3196403024729205
0.5569620253164557,0.2909090909090909,0.2712765957446809,0.5607476635514104,0.7471264367816088,0.3373493975903615,0.392156862745098,6,0.6808184143222505,0.48357835470753835,0.4272932176763883
0.5949367088607594,0.16363636363636366,0.20744680851063832,0.4018691588785117,0.5172413793103452,0.2409638554216868,0.3529411764705883,6,0.498849104859335,0.12292774476071316,0.32802777842511255
0.03797468354430379,0.1090909090909091,0.30319148936170215,0.32710280373832745,0.5402298850574718,0.2530120481927712,0.3137254901960784,5,0.815856777493606,1.1908038786362214,0.13371330863493877
0.5316455696202531,0.7818181818181819,0.17021276595744686,0.5420560747663643,0.6206896551724141,0.4698795180722893,0.392156862745098,5,0.584015345268542,1.4935877385048484,1.338694587654518
0.5316455696202531,0.7818181818181819,0.175531914893617,0.5420560747663643,0.6206896551724141,0.4578313253012049,0.392156862745098,5,0.584015345268542,1.4646543634657494,1.338694587654518
0.0,0.18181818181818185,0.18617021276595744,0.5046728971962722,0.6896551724137931,0.20481927710843378,0.15686274509803932,5,0.8557544757033247,0.35423834845167346,0.2124653589088736
0.22784810126582275,0.1272727272727273,0.21808510638297876,0.49532710280374204,0.8160919540229887,0.2891566265060241,0.15686274509803932,6,0.7335038363171353,0.9451047857366282,0.1735133764422468
0.03797468354430379,0.14545454545454548,0.276595744680851,0.41121495327102764,0.3678160919540234,0.27710843373493993,0.21568627450980382,5,1.2080562659846545,0.23115420706912732,0.12040378378898547
0.025316455696202528,0.018181818181818216,0.1808510638297872,0.46728971962618004,0.3333333333333335,0.9036144578313257,0.13725490196078405,4,0.9145780051150895,0.2746324679386925,0.01988000813504173
0.050632911392405056,0.09090909090909091,0.20212765957446807,0.4579439252336499,0.5172413793103452,0.27710843373493993,0.2941176470588234,6,0.7750639386189258,0.5276822020644354,0.1172923759955603
0.6075949367088607,0.09090909090909091,0.32978723404255317,0.4299065420560737,0.3563218390804601,0.34939759036144585,0.196078431372549,5,0.8837595907928387,0.9300907100406632,0.10286631325554783
0.12658227848101264,0.16363636363636366,0.25,0.38317757009346565,0.5287356321839081,0.22891566265060254,0.33333333333333304,5,0.7769820971867006,1.0530184548013763,0.21060506313962543
0.03797468354430379,0.07272727272727278,0.1808510638297872,0.38317757009346565,0.563218390804598,0.18072289156626503,0.09803921568627438,4,0.7379795396419436,0.6068188927119174,0.09854917219325476
0.08860759493670886,0.16363636363636366,0.2712765957446809,0.35514018691588944,0.6781609195402303,0.26506024096385555,0.37254901960784315,6,0.7661125319693093,0.4907725993118549,0.2135931169481496
0.03797468354430379,0.1090909090909091,0.10638297872340371,0.5327102803738342,0.5517241379310347,0.0,0.11764705882352922,4,1.17269820971867,0.07960588051298093,0.09302556121159251
0.2151898734177215,0.14545454545454548,0.18617021276595744,0.5327102803738342,0.4712643678160924,0.3373493975903615,0.13725490196078405,6,0.6790281329923273,0.1950265874257116,0.2142098955658278
0.06329113924050632,0.1272727272727273,0.15957446808510642,0.4299065420560737,0.6206896551724141,0.2891566265060241,0.5882352941176472,6,0.8258312020460358,0.7589928057553956,0.1541146991750894
0.26582278481012656,0.14545454545454548,0.22340425531914895,0.4299065420560737,0.5172413793103452,0.16867469879518077,0.196078431372549,5,0.5531969309462915,0.3390678761338755,0.2629344765267096
0.050632911392405056,0.054545454545454536,0.25,0.4018691588785117,0.5402298850574718,0.5421686746987953,0.196078431372549,5,0.6365728900255754,0.7006568658116985,0.08568610979217647
0.5316455696202531,0.19999999999999998,0.2606382978723404,0.5327102803738342,0.8045977011494259,0.3373493975903615,0.392156862745098,6,0.7289002557544756,0.3823897403816078,0.27438596491228073
0.0,0.23636363636363641,0.15957446808510642,0.5046728971962722,0.6896551724137931,0.27710843373493993,0.21568627450980382,5,0.9798593350383631,0.23115420706912732,0.24122200800830498
0.17721518987341772,0.21818181818181817,0.15425531914893623,0.5046728971962722,0.3563218390804601,0.31325301204819284,0.196078431372549,5,0.9796675191815857,0.45464497966843914,0.22271006633361418
0.025316455696202528,0.23636363636363641,0.20212765957446807,0.5327102803738342,0.6436781609195403,0.22891566265060254,0.15686274509803932,5,0.9218670076726342,0.5850797622771349,0.2563966758723314
0.2531645569620253,0.1090909090909091,0.20744680851063832,0.5233644859813182,0.7586206896551726,0.30120481927710846,0.15686274509803932,5,0.7443734015345267,0.6418517360025024,0.1465540129000016
0.26582278481012656,0.1272727272727273,0.21808510638297876,0.5140186915887881,0.735632183908046,0.30120481927710846,0.15686274509803932,6,0.7434782608695651,0.5550516108852048,0.17118553960659227
0.721518987341772,0.14545454545454548,0.38829787234042556,0.5233644859813182,0.43678160919540243,0.2409638554216868,0.23529411764705865,5,0.6653452685421996,1.1118235846105726,0.21861513462512888
0.6075949367088607,0.14545454545454548,0.2340425531914889,0.5327102803738342,0.5287356321839081,0.26506024096385555,0.13725490196078405,5,0.5758312020460358,0.7214576165154833,0.2525992772495105
0.12658227848101264,0.25454545454545463,0.24468085106382984,0.5700934579439405,0.5862068965517246,0.1927710843373494,0.23529411764705865,5,0.9535166240409206,0.3177979355645918,0.2669543961034608
0.4177215189873417,0.14545454545454548,0.24468085106382984,0.49532710280374204,0.3678160919540234,0.26506024096385555,0.196078431372549,5,0.7542199488491048,1.2899593368783235,0.1928542803415642
0.40506329113924044,0.1272727272727273,0.2340425531914889,0.49532710280374204,0.3678160919540234,0.26506024096385555,0.196078431372549,5,0.7433503836317135,1.3406318423522052,0.17121498834899837
0.4430379746835442,0.3090909090909091,0.20744680851063832,0.5700934579439405,0.40229885057471293,0.34939759036144585,0.17647058823529416,5,0.7895140664961635,1.3052862058179544,0.39149512618900384
0.3164556962025316,0.1272727272727273,0.19148936170212763,0.5514018691588802,0.7931034482758621,0.34939759036144585,0.2549019607843137,6,0.43644501278772374,0.7441351266812637,0.29161228458034794
0.15189873417721517,0.4727272727272728,0.32446808510638303,0.5046728971962722,0.4597701149425286,0.3373493975903615,0.196078431372549,5,0.7661125319693093,1.1893963090397248,0.6170467822946543
0.26582278481012656,0.18181818181818185,0.175531914893617,0.4579439252336499,0.4597701149425286,0.26506024096385555,0.23529411764705865,5,0.7732736572890024,0.2887081639036597,0.235127862050303
0.4177215189873417,0.14545454545454548,0.19148936170212763,0.49532710280374204,0.42528735632183956,0.2530120481927712,0.17647058823529416,5,0.8402813299232735,1.3201438848920866,0.17310219836471555
0.37974683544303794,0.21818181818181817,0.19148936170212763,0.49532710280374204,0.666666666666667,0.31325301204819284,0.33333333333333304,5,0.7705882352941175,0.6568658116984674,0.2831367106176267
0.7594936708860759,0.14545454545454548,0.15425531914893623,0.6168224299065486,0.26436781609195403,0.7710843373493979,0.3137254901960784,6,0.9603580562659847,0.3902095714732562,0.15145866117903403
0.10126582278481011,0.0,0.04255319148936171,0.0841121495327144,0.7931034482758621,0.6265060240963858,0.8823529411764706,7,0.82423273657289,0.886768845792931,0.0
0.5949367088607594,0.03636363636363635,0.09574468085106327,0.5093457943925301,0.39080459770115006,0.5903614457831325,0.3529411764705883,7,0.7585677749360613,0.3034094463559587,0.04793722797768649
0.6075949367088607,0.16363636363636366,0.313829787234042,0.5607476635514104,0.1839080459770117,0.8433734939759039,0.15686274509803932,5,0.7187979539641944,1.8260869565217392,0.22765279552328122
0.13924050632911392,0.054545454545454536,0.19680851063829788,0.36915887850467755,0.5517241379310347,0.5542168674698797,0.196078431372549,5,0.6248081841432224,0.6354394745073506,0.08729951996427641
0.4430379746835442,0.07272727272727278,0.26595744680851063,0.4299065420560737,0.5287356321839081,0.26506024096385555,0.13725490196078405,5,0.5613810741687979,0.5634970284641851,0.1295506316007456
0.4556962025316455,0.07272727272727278,0.2712765957446809,0.4345794392523459,0.5287356321839081,0.27710843373493993,0.13725490196078405,6,0.5722506393861891,0.505630278385987,0.1270898933468767
0.9367088607594936,0.25454545454545463,0.30319148936170215,0.7383177570093551,0.3678160919540234,0.530120481927711,0.4509803921568629,7,1.1132992327365727,0.3321864247732249,0.2286406449052901
